path,new_h,orig_h,i,rmse,d0,d1,di,0.001,0.005,0.01,0.02,0.03,0.05,0.1
val/superres/judge/010083.npy,0,1,3,0.711,0.309,0.207,0.321,0.617,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001771.npy,0,0,29,2.715,0.045,0.401,0.232,0.977,0.883,0.755,0.51,0.067,0.0,0.0
val/superres/judge/001932.npy,1,0,21,2.226,0.091,0.319,0.325,0.967,0.888,0.803,0.538,0.0,0.0,0.0
val/superres/judge/005934.npy,0,1,1,0.701,0.019,0.013,0.019,0.361,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006400.npy,1,0,18,1.713,0.091,0.329,0.341,0.956,0.758,0.488,0.0,0.0,0.0,0.0
val/superres/judge/010843.npy,0,1,8,1.131,0.372,0.301,0.372,0.918,0.588,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009999.npy,0,0,29,2.297,0.251,0.516,0.428,0.962,0.816,0.618,0.304,0.017,0.0,0.0
val/superres/judge/008841.npy,0,1,4,0.638,0.274,0.2,0.278,0.826,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000768.npy,0,1,24,2.72,0.355,0.096,0.362,0.98,0.9,0.773,0.519,0.0,0.0,0.0
val/superres/judge/009031.npy,0,1,1,0.71,0.302,0.299,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004997.npy,0,1,15,1.262,0.362,0.094,0.371,0.932,0.704,0.44,0.0,0.0,0.0,0.0
val/superres/judge/009214.npy,1,0,10,1.004,0.224,0.348,0.356,0.889,0.462,0.043,0.0,0.0,0.0,0.0
val/superres/judge/004780.npy,1,0,22,1.99,0.17,0.339,0.345,0.963,0.829,0.621,0.26,0.0,0.0,0.0
val/superres/judge/003957.npy,0,1,7,0.709,0.03,0.001,0.041,0.812,0.394,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004197.npy,0,1,12,1.082,0.104,0.026,0.105,0.899,0.518,0.117,0.0,0.0,0.0,0.0
val/superres/judge/010317.npy,0,1,8,0.88,0.452,0.32,0.454,0.87,0.371,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008942.npy,0,0,29,2.535,0.084,0.372,0.243,0.971,0.853,0.69,0.399,0.02,0.0,0.0
val/superres/judge/003737.npy,1,0,19,1.79,0.052,0.345,0.349,0.921,0.76,0.589,0.0,0.0,0.0,0.0
val/superres/judge/010281.npy,1,0,13,1.166,0.177,0.258,0.26,0.852,0.56,0.281,0.0,0.0,0.0,0.0
val/superres/judge/006845.npy,0,1,1,0.706,0.449,0.402,0.451,0.083,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007590.npy,1,0,26,2.441,0.018,0.191,0.199,0.972,0.854,0.702,0.388,0.0,0.0,0.0
val/superres/judge/001042.npy,1,1,29,2.892,0.392,0.08,0.386,0.978,0.901,0.798,0.594,0.076,0.0,0.0
val/superres/judge/010512.npy,1,0,4,0.667,0.24,0.287,0.288,0.901,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006988.npy,0,1,3,0.702,0.069,0.052,0.07,0.708,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001793.npy,0,1,3,0.71,0.042,0.021,0.046,0.939,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000150.npy,0,1,6,0.671,0.182,0.024,0.191,0.87,0.342,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004445.npy,0,1,9,1.166,0.07,0.021,0.072,0.878,0.605,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002146.npy,0,1,1,0.708,0.059,0.053,0.06,0.279,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000910.npy,0,1,2,0.562,0.053,0.03,0.058,0.614,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009434.npy,1,0,1,0.71,0.329,0.351,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005412.npy,0,1,19,1.819,0.265,0.144,0.266,0.925,0.768,0.595,0.0,0.0,0.0,0.0
val/superres/judge/002890.npy,1,0,3,0.716,0.136,0.172,0.188,0.856,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007387.npy,1,0,11,1.266,0.084,0.162,0.165,0.92,0.698,0.409,0.0,0.0,0.0,0.0
val/superres/judge/008139.npy,0,0,29,2.633,0.027,0.201,0.106,0.959,0.864,0.714,0.465,0.021,0.0,0.0
val/superres/judge/008229.npy,0,1,16,1.377,0.411,0.231,0.416,0.929,0.653,0.302,0.0,0.0,0.0,0.0
val/superres/judge/006997.npy,0,0,29,2.601,0.003,0.239,0.12,0.951,0.868,0.717,0.445,0.015,0.0,0.0
val/superres/judge/007136.npy,1,0,10,1.096,0.034,0.133,0.14,0.903,0.548,0.028,0.0,0.0,0.0,0.0
val/superres/judge/001560.npy,1,0,8,1.224,0.045,0.114,0.125,0.938,0.675,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005512.npy,0,1,3,0.709,0.001,0.0,0.003,0.377,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009188.npy,1,1,29,2.151,0.458,0.107,0.38,0.958,0.784,0.584,0.261,0.024,0.0,0.0
val/superres/judge/010279.npy,0,1,1,0.714,0.054,0.053,0.059,0.329,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006567.npy,1,0,1,0.699,0.062,0.068,0.073,0.493,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007722.npy,0,1,7,0.706,0.393,0.242,0.4,0.877,0.438,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007150.npy,0,1,20,1.723,0.409,0.208,0.412,0.95,0.75,0.506,0.035,0.0,0.0,0.0
val/superres/judge/000969.npy,0,1,8,1.198,0.318,0.097,0.346,0.936,0.651,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000952.npy,0,1,20,2.176,0.212,0.083,0.212,0.977,0.897,0.768,0.153,0.0,0.0,0.0
val/superres/judge/002543.npy,0,1,5,0.716,0.119,0.031,0.132,0.631,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007269.npy,1,0,12,1.331,0.001,0.053,0.064,0.952,0.765,0.406,0.0,0.0,0.0,0.0
val/superres/judge/005531.npy,1,0,11,1.32,0.085,0.175,0.181,0.932,0.755,0.492,0.0,0.0,0.0,0.0
val/superres/judge/010035.npy,0,0,29,2.16,0.216,0.531,0.44,0.959,0.788,0.547,0.239,0.007,0.0,0.0
val/superres/judge/000820.npy,0,1,8,1.343,0.114,0.028,0.125,0.959,0.77,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008618.npy,1,0,1,0.708,0.179,0.186,0.202,0.001,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006290.npy,1,0,29,1.992,0.134,0.359,0.362,0.916,0.738,0.565,0.232,0.0,0.0,0.0
val/superres/judge/009352.npy,1,0,23,1.434,0.145,0.329,0.332,0.962,0.685,0.378,0.065,0.0,0.0,0.0
val/superres/judge/006066.npy,0,1,14,1.379,0.117,0.042,0.123,0.955,0.789,0.564,0.0,0.0,0.0,0.0
val/superres/judge/009740.npy,0,1,10,1.201,0.254,0.141,0.26,0.932,0.651,0.056,0.0,0.0,0.0,0.0
val/superres/judge/000618.npy,0,1,1,0.708,0.095,0.081,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005968.npy,1,0,2,0.485,0.023,0.034,0.037,0.595,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/003340.npy,0,1,9,0.996,0.334,0.249,0.339,0.844,0.456,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009278.npy,1,1,29,2.68,0.449,0.154,0.25,0.965,0.868,0.742,0.494,0.054,0.0,0.0
val/superres/judge/000900.npy,1,0,1,0.71,0.213,0.23,0.25,0.3,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009623.npy,1,0,5,0.704,0.155,0.222,0.229,0.803,0.158,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001063.npy,1,0,9,0.882,0.011,0.14,0.151,0.871,0.392,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002344.npy,0,1,14,1.421,0.203,0.017,0.211,0.967,0.842,0.659,0.0,0.0,0.0,0.0
val/superres/judge/007566.npy,0,1,8,0.97,0.202,0.103,0.208,0.884,0.45,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009095.npy,0,1,4,0.646,0.435,0.346,0.435,0.828,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006675.npy,0,1,3,0.707,0.238,0.206,0.245,0.813,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010596.npy,0,1,26,1.412,0.228,0.054,0.233,0.794,0.56,0.28,0.064,0.0,0.0,0.0
val/superres/judge/006560.npy,0,1,27,2.336,0.221,0.069,0.221,0.947,0.811,0.67,0.36,0.0,0.0,0.0
val/superres/judge/002802.npy,1,0,9,1.355,0.086,0.249,0.265,0.938,0.776,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007272.npy,0,1,8,0.927,0.376,0.232,0.379,0.874,0.408,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000707.npy,0,1,12,1.075,0.018,0.001,0.019,0.889,0.518,0.106,0.0,0.0,0.0,0.0
val/superres/judge/002522.npy,1,0,15,1.168,0.025,0.171,0.177,0.847,0.552,0.324,0.0,0.0,0.0,0.0
val/superres/judge/010552.npy,0,1,1,0.703,0.214,0.202,0.221,0.357,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/003755.npy,1,0,22,1.735,0.018,0.092,0.093,0.944,0.73,0.486,0.169,0.0,0.0,0.0
val/superres/judge/006437.npy,0,0,29,2.456,0.039,0.34,0.298,0.966,0.836,0.68,0.384,0.052,0.0,0.0
val/superres/judge/000447.npy,0,1,2,0.631,0.192,0.163,0.199,0.798,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005877.npy,0,1,16,1.527,0.448,0.159,0.465,0.938,0.696,0.367,0.0,0.0,0.0,0.0
val/superres/judge/004013.npy,0,1,9,0.918,0.013,0.0,0.016,0.724,0.337,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009299.npy,0,1,4,0.619,0.087,0.033,0.095,0.793,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001362.npy,0,1,1,0.701,0.167,0.147,0.174,0.65,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000945.npy,1,0,3,0.709,0.297,0.344,0.359,0.584,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004744.npy,1,0,1,0.713,0.058,0.067,0.068,0.481,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000912.npy,0,1,24,1.718,0.303,0.184,0.304,0.941,0.707,0.432,0.094,0.0,0.0,0.0
val/superres/judge/010557.npy,0,1,10,0.975,0.063,0.02,0.063,0.836,0.412,0.022,0.0,0.0,0.0,0.0
val/superres/judge/010441.npy,0,1,3,0.706,0.567,0.529,0.567,0.705,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010529.npy,1,0,2,0.556,0.145,0.17,0.189,0.613,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005268.npy,1,0,23,1.902,0.008,0.152,0.16,0.964,0.822,0.646,0.25,0.0,0.0,0.0
val/superres/judge/000551.npy,0,1,5,0.701,0.172,0.145,0.177,0.889,0.061,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009081.npy,1,0,3,0.711,0.082,0.094,0.097,0.832,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001022.npy,0,1,23,2.073,0.426,0.096,0.432,0.956,0.845,0.725,0.411,0.0,0.0,0.0
val/superres/judge/008182.npy,1,0,9,1.091,0.037,0.079,0.081,0.849,0.521,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002836.npy,0,1,23,1.851,0.216,0.048,0.226,0.953,0.803,0.617,0.219,0.0,0.0,0.0
val/superres/judge/003837.npy,0,1,29,2.249,0.146,0.008,0.149,0.94,0.796,0.646,0.327,0.0,0.0,0.0
val/superres/judge/001425.npy,1,0,13,1.395,0.17,0.336,0.34,0.946,0.816,0.639,0.0,0.0,0.0,0.0
val/superres/judge/009180.npy,1,0,3,0.709,0.168,0.233,0.243,0.519,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007314.npy,0,1,16,1.291,0.306,0.18,0.309,0.917,0.597,0.274,0.0,0.0,0.0,0.0
val/superres/judge/001028.npy,1,0,1,0.702,0.016,0.02,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006865.npy,0,1,11,1.146,0.067,0.022,0.071,0.866,0.577,0.258,0.0,0.0,0.0,0.0
val/superres/judge/007507.npy,1,0,3,0.707,0.133,0.19,0.199,0.861,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008738.npy,0,1,5,0.706,0.116,0.06,0.118,0.747,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002258.npy,0,1,3,0.708,0.015,0.01,0.015,0.606,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005162.npy,1,0,2,0.658,0.008,0.012,0.013,0.866,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008225.npy,1,0,22,1.826,0.093,0.253,0.257,0.958,0.788,0.558,0.152,0.0,0.0,0.0
val/superres/judge/008260.npy,1,0,15,1.345,0.176,0.338,0.344,0.943,0.775,0.563,0.0,0.0,0.0,0.0
val/superres/judge/005808.npy,0,1,4,0.683,0.118,0.086,0.118,0.935,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009362.npy,1,1,29,1.939,0.079,0.019,0.073,0.944,0.738,0.477,0.162,0.005,0.0,0.0
val/superres/judge/001874.npy,0,0,29,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002386.npy,0,1,22,1.714,0.366,0.17,0.371,0.949,0.741,0.503,0.123,0.0,0.0,0.0
val/superres/judge/009403.npy,1,0,10,1.31,0.001,0.102,0.105,0.947,0.739,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001610.npy,1,1,29,2.715,0.337,0.054,0.209,0.974,0.874,0.742,0.503,0.049,0.0,0.0
val/superres/judge/010508.npy,0,1,4,0.66,0.402,0.367,0.403,0.861,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000786.npy,1,0,4,0.677,0.044,0.106,0.128,0.926,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010826.npy,0,1,24,1.942,0.541,0.352,0.547,0.955,0.778,0.54,0.166,0.0,0.0,0.0
val/superres/judge/010466.npy,0,1,4,0.636,0.306,0.227,0.323,0.788,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002080.npy,1,0,7,0.707,0.059,0.185,0.185,0.885,0.569,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000151.npy,0,1,14,1.454,0.223,0.111,0.225,0.972,0.861,0.693,0.0,0.0,0.0,0.0
val/superres/judge/000275.npy,0,1,14,1.067,0.032,0.007,0.034,0.884,0.479,0.139,0.0,0.0,0.0,0.0
val/superres/judge/009033.npy,1,0,17,1.204,0.066,0.235,0.242,0.852,0.543,0.278,0.0,0.0,0.0,0.0
val/superres/judge/003886.npy,0,1,4,0.67,0.006,0.001,0.008,0.656,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002716.npy,1,1,29,2.937,0.421,0.091,0.277,0.983,0.921,0.819,0.63,0.078,0.0,0.0
val/superres/judge/005284.npy,0,1,1,0.708,0.128,0.113,0.144,0.635,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010852.npy,0,0,29,2.469,0.236,0.462,0.458,0.971,0.842,0.668,0.381,0.021,0.0,0.0
val/superres/judge/009026.npy,1,0,9,1.006,0.173,0.252,0.253,0.893,0.526,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000953.npy,1,0,4,0.631,0.084,0.184,0.184,0.793,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/001567.npy,0,1,2,0.667,0.039,0.005,0.04,0.886,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007776.npy,1,0,1,0.705,0.265,0.299,0.302,0.542,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002026.npy,0,1,11,1.236,0.265,0.062,0.268,0.927,0.693,0.354,0.0,0.0,0.0,0.0
val/superres/judge/007807.npy,1,0,9,0.788,0.008,0.071,0.073,0.996,0.357,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004856.npy,1,0,3,0.707,0.062,0.14,0.175,0.755,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002157.npy,0,1,19,1.961,0.237,0.069,0.239,0.95,0.819,0.673,0.0,0.0,0.0,0.0
val/superres/judge/005671.npy,1,0,1,0.7,0.193,0.201,0.203,0.125,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000248.npy,0,1,11,1.127,0.368,0.22,0.38,0.89,0.571,0.224,0.0,0.0,0.0,0.0
val/superres/judge/004391.npy,1,0,2,0.639,0.04,0.054,0.057,0.817,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005126.npy,1,0,3,0.711,0.126,0.163,0.166,0.607,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006952.npy,1,0,6,0.66,0.07,0.122,0.125,0.863,0.332,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000276.npy,0,0,29,2.802,0.174,0.607,0.404,0.977,0.889,0.78,0.561,0.113,0.0,0.0
val/superres/judge/000641.npy,0,1,2,0.666,0.152,0.114,0.153,0.891,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007009.npy,1,1,29,2.314,0.207,0.047,0.187,0.962,0.815,0.633,0.32,0.023,0.0,0.0
val/superres/judge/004374.npy,0,1,2,0.596,0.118,0.079,0.147,0.704,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010311.npy,1,0,3,0.709,0.088,0.1,0.104,0.643,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002520.npy,1,0,1,0.7,0.167,0.187,0.19,0.672,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009897.npy,0,1,8,1.104,0.227,0.154,0.229,0.924,0.584,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008490.npy,1,0,10,1.034,0.118,0.258,0.265,0.892,0.481,0.016,0.0,0.0,0.0,0.0
val/superres/judge/001488.npy,0,1,9,1.269,0.302,0.138,0.309,0.967,0.751,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002263.npy,0,1,25,1.851,0.189,0.031,0.191,0.902,0.713,0.528,0.181,0.0,0.0,0.0
val/superres/judge/008730.npy,1,0,3,0.706,0.063,0.088,0.097,0.778,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005079.npy,1,0,15,1.355,0.154,0.379,0.397,0.924,0.76,0.56,0.0,0.0,0.0,0.0
val/superres/judge/000546.npy,0,1,3,0.709,0.033,0.015,0.038,0.567,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010534.npy,1,1,29,2.547,0.315,0.043,0.255,0.97,0.855,0.698,0.418,0.027,0.0,0.0
val/superres/judge/008429.npy,1,0,1,0.707,0.042,0.044,0.052,0.402,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002488.npy,0,1,16,1.986,0.351,0.114,0.356,0.971,0.853,0.676,0.0,0.0,0.0,0.0
val/superres/judge/001565.npy,0,1,1,0.701,0.004,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/003093.npy,1,0,2,0.662,0.031,0.038,0.043,0.858,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006672.npy,0,1,1,0.713,0.352,0.341,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/003258.npy,1,0,4,0.64,0.16,0.195,0.205,0.82,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/008186.npy,0,0,29,2.438,0.057,0.311,0.237,0.968,0.839,0.662,0.365,0.03,0.0,0.0
val/superres/judge/006857.npy,1,0,21,1.344,0.033,0.139,0.141,0.835,0.534,0.31,0.031,0.0,0.0,0.0
val/superres/judge/001174.npy,1,0,14,1.111,0.007,0.072,0.078,0.902,0.546,0.188,0.0,0.0,0.0,0.0
val/superres/judge/010068.npy,1,0,4,0.667,0.253,0.297,0.301,0.868,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000098.npy,1,0,1,0.716,0.035,0.038,0.044,0.782,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000941.npy,1,0,1,0.707,0.18,0.183,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000481.npy,0,1,18,2.03,0.283,0.081,0.289,0.97,0.856,0.687,0.0,0.0,0.0,0.0
val/superres/judge/010350.npy,0,1,7,0.678,0.372,0.302,0.372,0.861,0.532,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002459.npy,1,0,9,0.904,0.072,0.276,0.289,0.926,0.493,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009978.npy,0,0,29,2.544,0.036,0.254,0.246,0.974,0.856,0.699,0.427,0.037,0.0,0.0
val/superres/judge/004203.npy,1,0,4,0.605,0.031,0.095,0.107,0.731,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005956.npy,1,1,29,2.457,0.32,0.065,0.226,0.969,0.844,0.665,0.366,0.009,0.0,0.0
val/superres/judge/010337.npy,0,1,10,1.275,0.31,0.22,0.318,0.942,0.695,0.091,0.0,0.0,0.0,0.0
val/superres/judge/002317.npy,0,1,24,2.371,0.367,0.095,0.375,0.971,0.845,0.669,0.338,0.0,0.0,0.0
val/superres/judge/002660.npy,0,1,4,0.653,0.013,0.0,0.018,0.847,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002604.npy,0,1,3,0.705,0.081,0.062,0.082,0.371,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009414.npy,1,0,1,0.703,0.257,0.275,0.284,0.773,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005028.npy,0,1,27,2.587,0.337,0.047,0.338,0.946,0.845,0.749,0.479,0.0,0.0,0.0
val/superres/judge/008467.npy,0,0,29,2.241,0.063,0.326,0.203,0.96,0.807,0.588,0.273,0.006,0.0,0.0
val/superres/judge/007798.npy,1,0,9,0.861,0.042,0.123,0.132,0.715,0.255,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006879.npy,1,0,25,1.952,0.027,0.262,0.276,0.95,0.787,0.592,0.222,0.0,0.0,0.0
val/superres/judge/003378.npy,1,0,22,2.204,0.092,0.279,0.287,0.978,0.887,0.753,0.472,0.0,0.0,0.0
val/superres/judge/009412.npy,0,1,3,0.702,0.237,0.181,0.24,0.645,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/010472.npy,0,0,29,2.115,0.043,0.131,0.129,0.953,0.767,0.541,0.239,0.014,0.0,0.0
val/superres/judge/010178.npy,0,1,10,1.061,0.397,0.291,0.406,0.901,0.506,0.05,0.0,0.0,0.0,0.0
val/superres/judge/002631.npy,1,0,10,1.4,0.12,0.374,0.398,0.963,0.827,0.051,0.0,0.0,0.0,0.0
val/superres/judge/000196.npy,1,0,16,1.952,0.307,0.543,0.544,0.966,0.823,0.652,0.0,0.0,0.0,0.0
val/superres/judge/005716.npy,1,0,4,0.68,0.003,0.064,0.072,0.924,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009666.npy,0,1,6,0.682,0.368,0.285,0.37,0.918,0.543,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002473.npy,0,0,29,2.823,0.04,0.167,0.163,0.98,0.896,0.777,0.556,0.073,0.0,0.0
val/superres/judge/010482.npy,1,1,29,2.196,0.343,0.154,0.326,0.958,0.792,0.589,0.273,0.02,0.0,0.0
val/superres/judge/000049.npy,0,1,13,1.328,0.213,0.062,0.226,0.916,0.725,0.513,0.0,0.0,0.0,0.0
val/superres/judge/005670.npy,1,0,21,1.93,0.04,0.128,0.131,0.945,0.813,0.658,0.274,0.0,0.0,0.0
val/superres/judge/002453.npy,0,1,6,0.669,0.258,0.085,0.27,0.891,0.436,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000460.npy,1,0,14,1.402,0.203,0.41,0.423,0.962,0.809,0.559,0.0,0.0,0.0,0.0
val/superres/judge/004497.npy,1,1,29,2.57,0.281,0.059,0.229,0.97,0.867,0.694,0.417,0.019,0.0,0.0
val/superres/judge/000245.npy,0,1,14,1.288,0.069,0.018,0.071,0.941,0.709,0.398,0.0,0.0,0.0,0.0
val/superres/judge/001554.npy,1,1,29,2.279,0.168,0.059,0.153,0.964,0.817,0.618,0.293,0.017,0.0,0.0
val/superres/judge/007018.npy,1,1,29,2.444,0.297,0.023,0.181,0.969,0.842,0.659,0.365,0.021,0.0,0.0
val/superres/judge/008331.npy,0,1,4,0.653,0.274,0.216,0.275,0.846,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002641.npy,1,0,16,1.852,0.078,0.194,0.197,0.96,0.796,0.565,0.0,0.0,0.0,0.0
val/superres/judge/005259.npy,0,1,9,1.154,0.103,0.052,0.107,0.857,0.583,0.0,0.0,0.0,0.0,0.0
val/superres/judge/007248.npy,1,0,11,1.03,0.123,0.223,0.226,0.897,0.497,0.147,0.0,0.0,0.0,0.0
val/superres/judge/008228.npy,1,0,4,0.66,0.057,0.079,0.085,0.883,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/005797.npy,0,1,13,1.165,0.097,0.015,0.098,0.885,0.599,0.295,0.0,0.0,0.0,0.0
val/superres/judge/010664.npy,0,1,1,0.706,0.009,0.009,0.013,0.726,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006155.npy,1,0,8,0.972,0.174,0.335,0.344,0.887,0.462,0.0,0.0,0.0,0.0,0.0
val/superres/judge/004818.npy,1,0,16,1.924,0.041,0.172,0.177,0.971,0.831,0.651,0.0,0.0,0.0,0.0
val/superres/judge/008351.npy,1,0,14,1.268,0.285,0.424,0.427,0.942,0.693,0.377,0.0,0.0,0.0,0.0
val/superres/judge/008674.npy,0,0,29,1.842,0.076,0.193,0.179,0.936,0.718,0.454,0.142,0.004,0.0,0.0
val/superres/judge/009893.npy,0,0,29,2.174,0.043,0.235,0.133,0.952,0.785,0.572,0.257,0.016,0.0,0.0
val/superres/judge/001398.npy,1,0,6,0.685,0.033,0.085,0.089,0.942,0.717,0.0,0.0,0.0,0.0,0.0
val/superres/judge/000391.npy,1,0,19,2.173,0.223,0.49,0.505,0.963,0.876,0.785,0.0,0.0,0.0,0.0
val/superres/judge/007708.npy,0,0,29,2.294,0.046,0.245,0.2,0.955,0.812,0.588,0.295,0.006,0.0,0.0
val/superres/judge/006746.npy,0,1,19,1.53,0.443,0.152,0.45,0.886,0.667,0.457,0.0,0.0,0.0,0.0
val/superres/judge/003117.npy,0,1,14,1.4,0.499,0.214,0.499,0.965,0.804,0.589,0.0,0.0,0.0,0.0
val/superres/judge/002710.npy,1,0,7,0.708,0.149,0.208,0.213,0.883,0.379,0.0,0.0,0.0,0.0,0.0
val/superres/judge/002632.npy,1,0,9,1.136,0.019,0.04,0.04,0.859,0.569,0.0,0.0,0.0,0.0,0.0
val/superres/judge/009933.npy,0,0,29,1.943,0.043,0.326,0.27,0.94,0.717,0.467,0.182,0.007,0.0,0.0
val/superres/judge/006987.npy,0,1,2,0.634,0.091,0.08,0.095,0.8,0.0,0.0,0.0,0.0,0.0,0.0
val/superres/judge/006315.npy,1,0,11,0.968,0.216,0.382,0.388,0.832,0.413,0.096,0.0,0.0,0.0,0.0
